NA,CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
,14-12-0843-43,14-039,QUICHE,JOYABAJ,EORM,CASERIO CHICOTON XEBALANGUAC,42279568,ANA ESTER URIZAR GIL DE VILLATORO,RAMIRO OGÁLDEZ VÁSQUEZ,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),QUICHÉ
,14-12-0844-43,14-017,QUICHE,JOYABAJ,EORM,CASERÍO TZALAM,45665552,SEBASTIAN ZAVALA CHITIC,---,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),QUICHÉ
,14-12-0854-41,14-017,QUICHE,JOYABAJ,COPB ANEXO A EORM,PARAJE TZALAM CASERIO EL TEMAL,,SEBASTIAN ZAVALA CHITIC,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA TEMPORALMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),QUICHÉ
,14-12-0855-41,,QUICHE,JOYABAJ,CPPB ANEXO A ESCUELA PRIVADA RURAL MIXTA,"PARAJE PATZULA, CASERIO CHORRAXAJ",,,,PREPRIMARIA BILINGUE,PRIVADO,RURAL,CERRADA TEMPORALMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),QUICHÉ
,14-12-0856-41,14-048,QUICHE,JOYABAJ,COPB ANEXO A EORM,CASERIO LOS LLANOS,,OSBERTO FILADELFO RUIZ URIZAR,FRANCISCA MARIBEL DUBON LARIOS,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),QUICHÉ
,14-12-0881-42,14-048,QUICHE,JOYABAJ,EODP ANEXA A EOUM ING. DOMINGO BETETA PAZ,BARRIO LA DEMOCRACIA,,OSBERTO FILADELFO RUIZ URIZAR,,PARVULOS,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUICHÉ
,14-12-0895-43,14-016,QUICHE,JOYABAJ,EORM,CASERIO MUCAJ-RAXANEP,,JORGE MISAEL RAMOS PEREZ,,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),QUICHÉ
,14-12-0896-43,14-016,QUICHE,JOYABAJ,EORM,CASERIO PERICON ALDEA CHUAQUENUM,40673146,JORGE MISAEL RAMOS PEREZ,SABINO RALIOS HERNÁNDEZ,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),QUICHÉ
,14-12-0897-43,14-048,QUICHE,JOYABAJ,EORM,CASERIO PAJARO DE PLATA,,OSBERTO FILADELFO RUIZ URIZAR,,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),QUICHÉ
,14-12-0898-43,,QUICHE,JOYABAJ,EORM,ALDEA CIRCUITO PACHILIP,,,,PRIMARIA,OFICIAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUICHÉ
,14-12-0899-43,,QUICHE,JOYABAJ,EORM,"PARAJE TZALAM III CENTRO, CASERIO EL TEMAL",,,,PRIMARIA,OFICIAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUICHÉ
,14-12-0981-41,,QUICHE,JOYABAJ,COPB,CASERIO PIEDRAS BLANCAS PAJOPOP,,,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA TEMPORALMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),QUICHÉ
